doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
a0150879-936e-4310-b26d-051325cf67b6,B0863FR3S9,Battery life,Positive,230,163,67,"Customers are satisfied with the headphones' battery life, with one customer noting that it performs well in all modes, and another mentioning that the ear pads are swappable with new ones.",aspect_summary,Amazing battery,"""...I wear these headphones everywhere, even at the gym. - Amazing battery : LDAC + DSEE Extreme on gives me a full week of use with 2-3 hours...""",battery stays up till 4-5 days,"""...me with an ON/OFF mode of playing music regularly, the battery stays up till 4-5 days , which is i bet a highly impressive feature which probably no...""",battery died in about 2.5 years,"""...However the battery died in about 2.5 years and from the last 2 months I've not been able to get a replacement battery...."""
7bc4d9e6-d8e2-4da0-ba56-b9f99a9bd22a,B0863FR3S9,Build quality,Positive,144,107,37,"Customers praise the headphones' solid construction and premium feel, with one customer noting they last for days with heavy use.",aspect_summary,quite intact,"""...This app is highly functional as well as quite intact providing a list of various functions such as adaptive sound control which is highly...""",feel sturdy,"""...👍🎧💯 Build quality? Premium. They feel sturdy yet lightweight. Super comfy for long listening sessions. 🎧🎼😊 Sound quality? Insane....""",Durability,"""Value for Money, Comfort, Durability , Connectivity is really good. Mic quality is worrisome as not able to talk clearly with the headphones on."""
ebf4251c-1e72-4d0e-8d31-276ced2184ee,B0863FR3S9,Value for money,Mixed,311,188,123,"Customers have mixed opinions about the headphones' value for money, with some finding them worth the price while others consider them too costly.",aspect_summary,worth every penny,"""...premium sound, comfort, and smart features that make them worth every penny ....""",highly expensive,"""...Yes, i agree these headphones are highly expensive , some may say you can purchase Apple Airpods, Boss, Sennheiser, and other audio equipment options...""",Premium,"""...👍🎧💯 Build quality? Premium . They feel sturdy yet lightweight. Super comfy for long listening sessions. 🎧🎼😊 Sound quality? Insane...."""
7414ccb5-da7f-48fc-9a07-419b37ed2c75,B0863FR3S9,Connectivity,Mixed,191,114,77,"Customers have mixed experiences with the headphones' connectivity, with some praising the ability to connect to multiple devices and support for two simultaneous Bluetooth connections, while others report connectivity issues and unstable performance.",aspect_summary,simultaneously be connected to two devices at once,"""...3. Since these headphones can be simultaneously be connected to two devices at once , which is a boon, but is also a slight problem in disguise....""",Bluetooth sometime do stutter,"""...But not matching company's standard. 6. Bluetooth sometime do stutter . Turn off and now mostly fix it....""",seamlessly switch between my laptop,"""...I can seamlessly switch between my laptop for work calls and my phone for music without missing a beat. Final Verdict:..."""
bc76a232-a540-446d-9c4d-cae5272b5b73,B0863FR3S9,Functionality,Mixed,151,96,55,"Customers have mixed experiences with the headphones' functionality, with some reporting that the noise cancellation works exceptionally well and they are impressed with the performance, while others find them not very useful and report issues with compatibility, particularly with Mac and iPhone devices.",aspect_summary,works as advertised,"""...- Multipoint: works as advertised , I was able to use it fine with my Samsung Galaxy phone and Macbook pro upon testing....""",XM4 fails terribly,"""...Rather, it is just a given it should and XM4 fails terribly at that.""",highly functional,"""...This app is highly functional as well as quite intact providing a list of various functions such as adaptive sound control which is highly..."""
ca65e9a9-4699-4b08-a75e-94257ede5f8f,B0B4G44RFS,Sound quality,Positive,209,149,60,"Customers praise the headphones' sound quality, noting good noise cancellation and microphone clarity.",aspect_summary,good sound quality,"""These budget headphones offer good sound quality , delivering clear vocals and a well-balanced representation of instruments....""",sound quality,"""...And when it comes to it's sound quality it surpasses many costly headphones. But it should have it's 3.5mm cable to be removable/ejectable....""",good volume,"""...Most importantly, it has a good volume and bass and enhanced mid range...."""
91b5a395-3318-4f16-b30b-764d02ad7870,B0B4G44RFS,Value for money,Positive,121,94,27,"Customers find these headphones to be good value for money, with one customer noting they are among the best headphones under 500.",aspect_summary,surpasses many costly headphones,"""...And when it comes to it's sound quality it surpasses many costly headphones . But it should have it's 3.5mm cable to be removable/ejectable....""",Good product in this price range,""" Good product in this price range .""",Value for money,""" Value for money . 👍..."""
7bc50afa-927f-40a6-ba13-0dbdae2c29e5,B0B4G44RFS,Microphone quality,Positive,32,28,4,"Customers like the microphone quality of these headphones, finding them good for both listening and speaking purposes, with one customer specifically mentioning they work well during conference calls.",aspect_summary,delivering clear vocals,"""These budget headphones offer good sound quality, delivering clear vocals and a well-balanced representation of instruments....""",great in terms of voice quality,"""...This headphone is great in terms of voice quality . Most importantly, it has a good volume and bass and enhanced mid range....""",good headset to listen to your music,"""...Not really that effective. It's a good headset to listen to your music . I haven't tested the calling feature which requires the inbuilt mic...."""
c9697914-d091-407b-adbd-b61e3e1a21d7,B0B4G44RFS,Build quality,Mixed,234,157,77,"Customers have mixed opinions about the headphones' build quality, with some finding them nice while others report they are not robust.",aspect_summary,best product,"""It is best product which is a GOAT (Greatest Of All Time) for us. And when it comes to it's sound quality it surpasses many costly headphones....""",build quality is very good,"""...The build quality is very good . The headphone is slightly hard on ears as the headband is tight. I think it will be eased after prolonged usage....""",quality of the cable is not good,"""...The quality of the cable is not good also now the sound quality seems very slow and cannot hear properly from it...."""
af384bff-785b-45df-ae63-c48b32c424a1,B0B4G44RFS,Size,Mixed,25,10,15,"Customers have mixed opinions about the headphones' size, with some finding them suitable for different ear sizes while others report they are too small, particularly noting that the speaker size is inadequate for most ear sizes.",aspect_summary,very small size,""" very small size , finding it very hard to return it once you buy it""",fit is good on left ear,"""...It's light weight, fit is good on left ear , right side is uncomfortable for me, sound clarity good. Wire is long enough 👍...""",speaker size is small for most ear sizes,"""...The speaker size is small for most ear sizes and so it does not fit properly causing discomfort."""
d892a3c3-db6c-4072-9e03-0262be9a2def,B0B4G44RFS,Comfort,Negative,101,28,73,"Customers find the headphones uncomfortable, particularly noting that they are painful to wear and become painful after just 10 minutes of use.",aspect_summary,slightly hard on ears,"""...The build quality is very good. The headphone is slightly hard on ears as the headband is tight. I think it will be eased after prolonged usage....""",causing pain to the eara,"""Audio quality is good, but it causing pain to the eara due to pressure. Can't wear more than 30 min.""",Comfort factor,"""...I will update my review after further testing this headphones. Comfort factor Not that good i would say...."""
af4ad4d2-57ad-477e-b530-2a08e2335d2d,B0B4G44RFS,Functionality,Negative,76,18,58,"Customers report significant issues with the headphones' functionality, with multiple customers noting that they stop working after 4 months of use, particularly mentioning that the microphone and speaker fail after 3 months.",aspect_summary,few days it doesn't working properly,"""...But after such few days it doesn't working properly and the cable is bit torn automatically on the area of jack....""",headphones stopped working after 6 months,"""The delivery agent took extra money and the headphones stopped working after 6 months . Waste of money. Totally useless""",barely worked,"""...in the first 20 days but after a few days it stopped working and barely worked , few adjustments were done by me in my phone itself but I found no..."""
